Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.2,,,,90,30,4,24,1,190.45
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.4,,,,90,30,4,24,1,223.03
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.6,,,,90,30,4,24,1,203.93
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,,,,60212,0.00245,90,30,4,24,1,164.04
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,,,,60212,0.0049,90,30,4,24,1,140.45
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.2,,60212,0.00245,90,30,4,24,1,188.2
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.4,,60212,0.00245,90,30,4,24,1,237.08
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.6,,60212,0.00245,90,30,4,24,1,189.33
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.2,,60212,0.0049,90,30,4,24,1,198.88
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.4,,60212,0.0049,90,30,4,24,1,164.04
"Xia, Xiaoyu, Binyang Zhang, Yuyang Huang, Ying Zhu, Min Qu, Linlin Liu, Bingyu Sun, and Xiuqing Zhu. 2024. ""Soy Protein Isolate Gel Subjected to Freezing Treatment: Influence of Methylcellulose and Sodium Hexametaphosphate on Gel Stability, Texture and Structure"" Foods 13, no. 13: 2117.",https://doi.org/10.3390/foods13132117,Soy Protein Isolate (SPI),10301,14,30603,,,-18,2700,90402,0.6,,60212,0.0049,90,30,4,24,1,119.66
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,0,0,7,0,0,90,20,4,24,1,227.99
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,0.5,7,0,0,90,20,4,24,1,305.65
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,1,7,0,0,90,20,4,24,1,527.79
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,1.5,7,0,0,90,20,4,24,1,677.96
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,0,0,90,20,4,24,1,702.05
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2.5,7,0,0,90,20,4,24,1,692.32
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,60110,0.25,90,20,4,24,1,832.89
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,60110,0.5,90,20,4,24,1,852.56
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,60110,0.75,90,20,4,24,1,787.98
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,60102,0.25,90,20,4,24,1,732.9
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,60102,0.5,90,20,4,24,1,803.97
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8130",https://doi.org/10.1016/j.ijbiomac.2023.128689,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,7,60102,0.75,90,20,4,24,1,856.11
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8131",https://doi.org/10.1016/j.ijbiomac.2023.128690,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,0.5,11.5,60214,0.1,90,20,4,24,1,516.09
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8132",https://doi.org/10.1016/j.ijbiomac.2023.128691,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,1,11.5,60214,0.1,90,20,4,24,1,990.54
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8133",https://doi.org/10.1016/j.ijbiomac.2023.128692,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,1.5,11.5,60214,0.1,90,20,4,24,1,1456.49
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8134",https://doi.org/10.1016/j.ijbiomac.2023.128693,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2,11.5,60214,0.1,90,20,4,24,1,2586.13
"Somnath Basak, Rekha S. Singhal,Inclusion of konjac glucomannan in pea protein hydrogels improved the rheological and in vitro release properties of the composite hydrogels,International Journal of Biological Macromolecules,Volume 257, Part 2,2024,128689,ISSN 0141-8135",https://doi.org/10.1016/j.ijbiomac.2023.128694,Pea Protein Concentrate (PPC),10404,15,30601,,,60,30,40104,2.5,11.5,60214,0.1,90,20,4,24,1,2156.79
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,0,0,6,,,90,30,4,12,1,72.63
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90414,0.1,6,,,90,30,4,12,1,70.8
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90414,0.3,6,,,90,30,4,12,1,74.61
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90414,0.5,6,,,90,30,4,12,1,69.19
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90415,0.1,6,,,90,30,4,12,1,79.72
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90415,0.3,6,,,90,30,4,12,1,98.55
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90415,0.5,6,,,90,30,4,12,1,84.83
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90416,0.01,6,,,90,30,4,12,1,82.39
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90416,0.03,6,,,90,30,4,12,1,88.56
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90416,0.05,6,,,90,30,4,12,1,98.4
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90416,0.1,6,,,90,30,4,12,1,91.31
"Qiao Cheng, Changqi Liu, Jing Zhao, Fengxian Guo, Jiawei Qin, Yaosong Wang,Hyaluronic acid promotes heat-induced gelation of ginkgo seed proteins,Food Chemistry,Volume 463, Part 1,2025,141114,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.141114,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,90416,0.3,6,,,90,30,4,12,1,89.32
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Green Lentil Protein Isolate (GLPI),10102,18,,,,,,,,7,60101,0.15,90,30,4,24,1,37
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Red Lentil Protein Isolate (RLPI),10103,18,,,,,,,,7,60101,0.15,90,30,4,24,1,38
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Black Lentil Protein Isolate (BLPI),10104,18,,,,,,,,7,60101,0.15,90,30,4,24,1,40
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Mung Bean Protein Isolate (MBPI),10801,18,,,,,,,,7,60101,0.15,90,30,4,24,1,246
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Yellow Pea Protein Isolate (YPPI),10403,18,,,,,,,,7,60101,0.15,90,30,4,24,1,16
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Soy Protein Isolate (SPI),10301,12,,,,,,,,7,60101,0.15,90,30,4,24,1,16
"Smriti Shrestha, Leonie van ’t Hag, Victoria Haritos, Sushil Dhital,Rheological and textural properties of heat-induced gels from pulse protein isolates: Lentil, mungbean and yellow pea,Food Hydrocolloids,Volume 143,2023,108904,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.108904,Pea Protein Isolate (PPI),10401,12,,,,,,,,7,60101,0.15,90,30,4,24,1,9
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,,,6,,,90,30,4,12,1,61
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70101,0.5,6,,,90,30,4,12,1,62
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70101,2,6,,,90,30,4,12,1,69
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70101,4,6,,,90,30,4,12,1,67
"Zhang, W.; Liu, C.; Zhao, J.; Guo, F.; You, J.; Zhang, L.; Wang, Y.Alkali-Induced Phenolic Acid Oxidation Enhanced Gelation of Ginkgo Seed Protein. Foods 2023, 12, 1506.",https://doi.org/10.3390/foods12071506,Ginkgo Seed Protein Isolate (GSPI),10501,12,20405,,,,4,70104,0.5,6,,,90,30,4,12,1,62
